Airline,Source,Destination,Additional_Info,Price,Date,Month,Year,Stop,Arrival_Hour,Arrival_Minute,Departure_Hour,Departure_Minute,Route_1,Route_2,Route_3,Route_4,Route_5,Price Predicted
4,3,0,8,9087.064120565385,6,6,2019,1,4,40,16,30,2,7,3,12,4,13699.237208874461
4,0,2,8,9087.064120565385,1,6,2019,0,20,45,17,45,0,13,24,12,4,8005.179625000002
1,2,1,8,9087.064120565385,3,6,2019,1,19,15,9,0,3,7,6,12,4,9786.342958152958
4,2,1,5,9087.064120565385,21,3,2019,1,18,50,10,0,3,7,6,12,4,7128.412953823951
8,3,0,7,9087.064120565385,12,6,2019,0,11,25,9,0,2,5,24,12,4,3864.344873015873
8,1,4,8,9087.064120565385,21,6,2019,0,12,0,9,45,4,8,24,12,4,3623.8924047619057
1,2,1,8,9087.064120565385,1,6,2019,1,8,15,17,40,3,6,6,12,4,9033.297173881674
4,0,5,8,9087.064120565385,6,3,2019,1,21,20,8,0,0,7,8,12,4,16938.203111111114
3,3,0,8,9087.064120565385,24,4,2019,0,7,15,4,40,2,5,24,12,4,4786.559995670995
4,2,1,5,9087.064120565385,9,6,2019,1,12,35,16,0,3,7,6,12,4,10313.38669117647
3,0,5,8,9087.064120565385,3,3,2019,0,8,45,6,0,0,13,24,12,4,7077.121458333331
6,2,1,8,9087.064120565385,9,6,2019,1,21,0,10,0,3,7,6,12,4,9934.97135877949
8,4,3,7,9087.064120565385,1,5,2019,0,7,15,5,45,1,19,24,12,4,3182.0071607142854
1,2,1,8,9087.064120565385,3,6,2019,2,19,15,14,25,3,9,4,5,4,13531.401977336993
4,3,0,8,9087.064120565385,21,5,2019,1,12,0,14,5,2,7,3,12,4,14408.570279761909
4,0,5,8,9087.064120565385,18,3,2019,1,8,15,21,25,0,7,8,12,4,13107.461448412696
8,4,3,7,9087.064120565385,27,6,2019,0,7,15,5,45,1,19,24,12,4,2307.768270562771
1,0,5,8,9087.064120565385,18,3,2019,0,8,55,6,10,0,13,24,12,4,4664.040174603175
4,2,1,5,9087.064120565385,21,3,2019,2,18,50,19,15,3,33,4,5,4,8537.172588564212
4,2,1,5,9087.064120565385,9,6,2019,2,19,0,5,30,3,28,4,5,4,10393.036406385281
6,2,1,8,9087.064120565385,27,6,2019,1,19,15,7,30,3,7,6,12,4,8905.563463001867
3,0,2,8,9087.064120565385,21,4,2019,0,15,50,13,0,0,13,24,12,4,4710.974303210677
4,4,3,5,9087.064120565385,24,6,2019,0,11,50,10,20,1,19,24,12,4,4980.74625
1,4,3,8,9087.064120565385,12,3,2019,1,9,15,16,50,1,6,13,12,4,9997.571744949493
2,3,0,8,9087.064120565385,12,5,2019,1,14,35,6,40,2,20,3,12,4,5034.197224206348
3,2,1,8,9087.064120565385,18,5,2019,1,3,35,21,50,3,32,6,12,4,6788.361857142852
4,2,1,5,9087.064120565385,27,5,2019,1,12,35,19,45,3,7,6,12,4,12898.0
4,4,3,8,9087.064120565385,6,3,2019,0,21,5,19,35,1,19,24,12,4,5679.705928571428
3,0,2,8,9087.064120565385,9,5,2019,0,10,5,7,10,0,13,24,12,4,4825.2418809523815
3,2,1,8,9087.064120565385,9,5,2019,1,22,30,7,35,3,20,6,12,4,6883.201226461043
4,4,3,5,9087.064120565385,27,6,2019,0,10,15,8,45,1,19,24,12,4,4703.734404761904
1,3,0,8,9087.064120565385,6,6,2019,2,5,35,16,50,2,7,11,3,4,11880.935366702748
3,2,1,8,9087.064120565385,9,6,2019,1,1,30,18,35,3,7,6,12,4,6171.911609848485
4,0,2,8,9087.064120565385,24,5,2019,0,22,50,19,50,0,13,24,12,4,7229.0
4,3,0,5,9087.064120565385,15,5,2019,1,10,5,16,30,2,7,3,12,4,9258.702728896104
10,3,0,8,9087.064120565385,12,5,2019,1,10,45,20,20,2,14,3,12,4,8791.887482804235
7,2,1,8,9087.064120565385,21,3,2019,1,19,15,6,0,3,7,6,12,4,10868.272195901323
1,2,1,8,9087.064120565385,15,6,2019,2,19,15,13,15,3,20,4,5,4,12458.087392071066
4,0,2,5,9087.064120565385,24,6,2019,0,20,45,17,45,0,13,24,12,4,7121.981817099565
1,0,5,8,9087.064120565385,1,3,2019,1,22,10,13,50,0,15,8,12,4,12437.306386904758
1,2,1,8,9087.064120565385,9,3,2019,2,7,40,6,50,3,9,4,5,4,16149.454006673883
4,3,0,5,9087.064120565385,6,6,2019,1,19,50,14,5,2,7,3,12,4,10765.545613095237
4,3,0,5,9087.064120565385,6,6,2019,1,10,5,18,55,2,7,3,12,4,10114.273727272726
8,3,0,7,9087.064120565385,6,5,2019,0,19,40,17,10,2,5,24,12,4,3845.3352619047614
1,3,0,8,9087.064120565385,12,6,2019,2,5,25,10,0,2,14,0,3,4,13106.368129329016
2,2,1,8,9087.064120565385,21,4,2019,1,13,35,7,30,3,20,6,12,4,5989.291071428572
4,4,3,8,9087.064120565385,12,6,2019,0,11,50,10,20,1,19,24,12,4,6448.497747030746
4,3,0,5,9087.064120565385,9,6,2019,1,18,15,20,0,2,7,3,12,4,10844.98019642857
8,1,4,7,9087.064120565385,15,5,2019,0,12,0,9,45,4,8,24,12,4,3572.878107142857
4,2,1,5,9087.064120565385,1,6,2019,2,4,25,14,35,3,34,4,5,4,10951.158363636365
4,0,5,8,9087.064120565385,1,3,2019,1,20,20,11,40,0,7,8,12,4,27409.665356421374
10,0,2,8,9087.064120565385,24,5,2019,0,12,35,9,45,0,13,24,12,4,4689.765416666667
10,3,0,8,9087.064120565385,9,5,2019,1,10,45,7,10,2,14,3,12,4,8909.693631253007
4,0,5,5,9087.064120565385,18,3,2019,1,9,30,21,25,0,7,8,12,4,11003.605406746034
4,0,5,5,9087.064120565385,12,3,2019,1,21,20,18,55,0,7,8,12,4,11082.815
10,4,3,8,9087.064120565385,6,3,2019,1,16,45,14,40,1,14,13,12,4,12468.487464285716
4,0,2,8,9087.064120565385,3,6,2019,0,11,20,8,20,0,13,24,12,4,8013.942857142857
6,2,1,8,9087.064120565385,27,3,2019,1,1,35,12,50,3,7,6,12,4,7545.372749999999
4,4,3,8,9087.064120565385,15,3,2019,0,4,25,2,55,1,19,24,12,4,5657.4906190476195
4,0,2,8,9087.064120565385,3,5,2019,0,22,0,18,55,0,13,24,12,4,7229.0
3,2,1,8,9087.064120565385,9,5,2019,1,7,45,2,0,3,6,6,12,4,6515.315375305254
0,3,0,8,9087.064120565385,9,4,2019,0,1,20,22,50,2,5,24,12,4,4214.178928571429
3,4,3,8,9087.064120565385,21,3,2019,0,21,35,20,5,1,19,24,12,4,2356.260063492064
4,2,1,5,9087.064120565385,27,3,2019,2,4,25,5,10,3,33,4,5,4,9188.994818362193
10,3,0,8,9087.064120565385,18,5,2019,1,23,25,17,0,2,14,3,12,4,9376.623261904762
3,2,1,8,9087.064120565385,12,6,2019,1,22,30,16,10,3,20,6,12,4,6604.904429473306
3,2,1,8,9087.064120565385,15,6,2019,1,1,30,17,10,3,7,6,12,4,5935.414185606063
6,2,1,8,9087.064120565385,6,6,2019,1,12,35,6,0,3,7,6,12,4,11100.141206349206
1,2,1,8,9087.064120565385,27,3,2019,2,19,15,6,50,3,9,4,5,4,13756.86718434344
1,2,1,8,9087.064120565385,27,5,2019,2,19,15,16,40,3,0,4,5,4,9983.035442099568
4,3,0,8,9087.064120565385,1,4,2019,1,21,5,20,25,2,14,3,12,4,11615.58682142857
4,3,0,8,9087.064120565385,24,5,2019,1,10,55,9,35,2,14,3,12,4,13349.526571662
10,0,2,8,9087.064120565385,15,5,2019,0,23,50,21,0,0,13,24,12,4,5225.591875
4,2,1,8,9087.064120565385,3,3,2019,1,18,50,15,5,3,7,6,12,4,17286.902521825396
4,3,0,5,9087.064120565385,24,5,2019,1,23,35,16,30,2,7,3,12,4,10553.30414484127
1,2,1,8,9087.064120565385,3,6,2019,1,23,0,6,10,3,6,6,12,4,8693.510972222224
0,3,0,8,9087.064120565385,12,3,2019,0,12,15,9,45,2,5,24,12,4,5023.237329725832
6,2,1,8,9087.064120565385,15,5,2019,1,1,30,10,0,3,7,6,12,4,9321.050090501905
3,0,2,8,9087.064120565385,15,5,2019,0,2,20,23,30,0,13,24,12,4,4287.734372294372
4,2,1,8,9087.064120565385,27,5,2019,2,4,25,5,30,3,28,4,5,4,15111.783541666668
4,2,1,8,9087.064120565385,12,6,2019,2,12,35,21,25,3,21,4,5,4,13293.348148782798
1,2,1,8,9087.064120565385,9,6,2019,0,8,0,5,10,3,10,24,12,4,5633.770984126983
4,0,2,8,9087.064120565385,24,5,2019,0,18,10,15,15,0,13,24,12,4,7227.334375
3,4,3,8,9087.064120565385,15,5,2019,0,20,35,19,5,1,19,24,12,4,3011.49164484127
3,3,0,8,9087.064120565385,24,5,2019,0,0,5,21,25,2,5,24,12,4,4807.501111111111
4,3,0,5,9087.064120565385,21,5,2019,1,20,45,21,10,2,7,3,12,4,10794.53375
3,0,5,8,9087.064120565385,15,3,2019,0,21,45,18,55,0,13,24,12,4,8410.12626190476
8,2,1,8,9087.064120565385,21,5,2019,1,13,15,8,45,3,38,6,12,4,6136.680113455992
1,1,4,8,9087.064120565385,27,6,2019,0,13,55,11,40,4,8,24,12,4,4597.741875
4,3,0,5,9087.064120565385,1,5,2019,1,20,45,14,5,2,7,3,12,4,10482.228355158733
1,3,0,8,9087.064120565385,1,4,2019,1,11,10,16,50,2,7,3,12,4,7323.035289682541
0,0,2,8,9087.064120565385,9,5,2019,0,2,45,23,55,0,13,24,12,4,4297.557934523809
0,3,0,8,9087.064120565385,1,5,2019,1,19,25,7,35,2,14,3,12,4,6585.94705357143
4,2,1,8,9087.064120565385,1,6,2019,1,4,25,22,50,3,7,6,12,4,15079.845083333334
4,3,0,8,9087.064120565385,9,5,2019,1,10,5,14,5,2,7,3,12,4,13996.408341708287
8,4,3,7,9087.064120565385,18,5,2019,0,14,45,13,15,1,19,24,12,4,2145.449083333334
3,3,0,8,9087.064120565385,9,5,2019,1,20,5,15,15,2,20,3,12,4,4897.114251984127
8,0,2,7,9087.064120565385,9,6,2019,0,12,20,9,30,0,13,24,12,4,4331.506432539684
4,2,1,5,9087.064120565385,3,6,2019,1,4,25,15,0,3,7,6,12,4,10366.3028015873
1,2,1,8,9087.064120565385,21,5,2019,1,19,15,7,0,3,7,6,12,4,9091.906382936508
3,1,4,8,9087.064120565385,24,5,2019,0,21,55,19,35,4,8,24,12,4,3603.912888888889
1,2,1,8,9087.064120565385,12,5,2019,0,17,10,14,10,3,10,24,12,4,6233.7457696608935
4,3,0,5,9087.064120565385,15,5,2019,1,12,0,14,5,2,7,3,12,4,10080.795714285716
3,2,1,8,9087.064120565385,9,3,2019,1,16,10,8,35,3,20,6,12,4,6886.603319444443
2,0,2,8,9087.064120565385,27,4,2019,0,14,30,11,40,0,13,24,12,4,4150.935980158731
6,2,1,8,9087.064120565385,27,5,2019,1,19,0,10,35,3,7,6,12,4,9695.718885822513
10,0,2,8,9087.064120565385,9,5,2019,0,22,15,19,30,0,13,24,12,4,4939.362083333333
8,4,3,8,9087.064120565385,21,6,2019,0,14,45,13,15,1,19,24,12,4,2019.377071428571
1,0,5,8,9087.064120565385,9,3,2019,0,8,45,5,45,0,13,24,12,4,6875.455726190476
4,2,1,8,9087.064120565385,15,6,2019,2,4,25,18,20,3,1,4,5,4,14334.711809523811
4,3,0,8,9087.064120565385,24,5,2019,1,12,0,21,10,2,7,3,12,4,14541.04804365079
10,0,5,8,9087.064120565385,1,3,2019,0,12,35,9,50,0,13,24,12,4,15577.405684704185
4,2,1,8,9087.064120565385,27,5,2019,2,19,0,11,40,3,29,4,5,4,19610.74702976191
4,2,1,5,9087.064120565385,21,3,2019,1,4,25,22,0,3,7,6,12,4,7028.172503968253
1,3,0,8,9087.064120565385,27,4,2019,0,16,45,14,15,2,5,24,12,4,5377.662308802307
6,2,1,5,9087.064120565385,27,5,2019,1,21,0,10,0,3,7,6,12,4,8871.552587301592
2,2,1,8,9087.064120565385,1,6,2019,1,19,35,10,35,3,7,6,12,4,6710.469892857144
4,3,0,5,9087.064120565385,24,5,2019,1,16,20,8,25,2,7,3,12,4,10741.15495238095
6,2,1,8,9087.064120565385,24,6,2019,1,19,0,7,0,3,7,6,12,4,11966.655881760345
4,0,2,8,9087.064120565385,27,6,2019,0,8,45,6,0,0,13,24,12,4,8001.894761904762
6,2,1,8,9087.064120565385,15,5,2019,1,21,0,11,40,3,7,6,12,4,7569.751491161616
4,2,1,5,9087.064120565385,1,6,2019,2,4,25,5,30,3,28,4,5,4,10529.097927128425
3,2,1,8,9087.064120565385,21,5,2019,1,21,0,11,25,3,7,6,12,4,6967.066828019202
8,4,3,8,9087.064120565385,1,4,2019,0,14,45,13,15,1,19,24,12,4,3102.6788492063497
6,2,1,5,9087.064120565385,27,5,2019,1,21,0,13,0,3,7,6,12,4,8059.671992063494
4,2,1,8,9087.064120565385,21,5,2019,2,12,35,9,40,3,28,4,5,4,14933.936450396825
0,3,0,8,9087.064120565385,27,4,2019,0,12,55,10,20,2,5,24,12,4,4670.966173340549
4,3,0,5,9087.064120565385,21,5,2019,1,22,5,9,35,2,14,3,12,4,11543.962369408373
8,2,1,8,9087.064120565385,12,6,2019,1,11,20,6,5,3,33,6,12,4,5624.460273088022
4,3,0,8,9087.064120565385,9,6,2019,1,19,10,9,35,2,14,3,12,4,13823.40892025292
6,2,1,8,9087.064120565385,9,5,2019,1,1,30,18,0,3,7,6,12,4,8773.598142316017
4,2,1,8,9087.064120565385,6,6,2019,1,4,25,9,0,3,7,6,12,4,14738.17625
3,3,0,8,9087.064120565385,24,4,2019,1,20,30,15,15,2,20,3,12,4,4863.859005952381
3,2,1,8,9087.064120565385,24,6,2019,1,22,30,14,20,3,20,6,12,4,6587.064845508658
4,0,2,5,9087.064120565385,12,4,2019,0,18,10,15,15,0,13,24,12,4,4795.47390873016
1,3,0,8,9087.064120565385,24,3,2019,1,21,50,9,25,2,7,3,12,4,9045.768822691203
4,2,1,8,9087.064120565385,27,6,2019,2,12,35,9,25,3,32,4,5,4,13885.212205722637
4,2,1,5,9087.064120565385,6,6,2019,1,19,0,19,15,3,7,6,12,4,10292.108036955691
1,2,1,8,9087.064120565385,27,3,2019,1,19,15,4,0,3,7,6,12,4,6974.434731962483
6,2,1,8,9087.064120565385,6,6,2019,1,19,15,9,15,3,7,6,12,4,8621.61309046663
3,2,1,8,9087.064120565385,6,3,2019,1,16,10,6,40,3,20,6,12,4,6418.8823685064945
4,2,1,5,9087.064120565385,24,6,2019,1,19,0,9,0,3,7,6,12,4,10272.299583333333
3,2,1,8,9087.064120565385,3,3,2019,1,15,30,9,10,3,7,6,12,4,15170.444654761905
4,3,0,8,9087.064120565385,18,5,2019,1,22,5,9,35,2,14,3,12,4,13612.530061754449
3,2,1,8,9087.064120565385,3,6,2019,1,22,30,7,35,3,20,6,12,4,6535.87118009768
8,3,0,8,9087.064120565385,15,5,2019,0,11,25,9,0,2,5,24,12,4,4103.617314754691
3,0,5,8,9087.064120565385,9,3,2019,0,10,5,7,10,0,13,24,12,4,6977.440382936509
10,3,0,8,9087.064120565385,9,5,2019,1,22,40,20,20,2,14,3,12,4,8454.564170815294
1,2,1,8,9087.064120565385,12,6,2019,2,7,40,5,55,3,34,4,5,4,11154.072036556743
4,2,1,8,9087.064120565385,3,3,2019,2,4,25,19,10,3,0,4,5,4,19457.160133838384
4,3,0,8,9087.064120565385,9,5,2019,1,22,35,14,5,2,7,3,12,4,14694.122674242428
4,4,3,5,9087.064120565385,18,5,2019,0,4,20,2,55,1,19,24,12,4,3999.670118326118
1,3,0,8,9087.064120565385,24,3,2019,0,16,45,14,15,2,5,24,12,4,6489.672721500721
8,4,3,7,9087.064120565385,9,6,2019,0,7,15,5,45,1,19,24,12,4,2615.0741911976916
4,3,0,5,9087.064120565385,1,5,2019,1,19,50,8,25,2,7,3,12,4,10526.297061507938
4,2,1,5,9087.064120565385,1,6,2019,1,19,0,22,50,3,7,6,12,4,10577.703072368422
6,2,1,8,9087.064120565385,6,3,2019,1,19,15,12,50,3,7,6,12,4,15672.599419247425
4,2,1,5,9087.064120565385,3,6,2019,1,12,35,7,5,3,7,6,12,4,11387.491231782105
3,4,3,8,9087.064120565385,1,3,2019,0,20,30,19,5,1,19,24,12,4,9245.22055321068
6,2,1,8,9087.064120565385,12,6,2019,1,1,30,10,20,3,7,6,12,4,7071.0619720418445
3,0,2,8,9087.064120565385,12,4,2019,0,1,0,22,10,0,13,24,12,4,4158.373807539684
4,2,1,8,9087.064120565385,3,3,2019,1,18,50,20,50,3,7,6,12,4,17372.53053968254
3,3,0,8,9087.064120565385,6,3,2019,0,12,20,9,35,2,5,24,12,4,4865.953208333333
1,2,1,8,9087.064120565385,18,5,2019,2,19,15,12,0,3,28,4,5,4,9258.162447871575
8,1,4,8,9087.064120565385,6,5,2019,0,12,0,9,45,4,8,24,12,4,3776.740202380953
4,2,1,5,9087.064120565385,1,6,2019,1,19,0,9,0,3,7,6,12,4,10331.01725
4,3,0,8,9087.064120565385,12,5,2019,1,18,0,17,0,2,14,3,12,4,13267.601126006948
4,0,2,5,9087.064120565385,18,6,2019,0,22,0,18,55,0,13,24,12,4,7101.449888528138
4,2,1,5,9087.064120565385,24,6,2019,1,19,0,19,45,3,7,6,12,4,10266.057518796993
10,2,1,8,9087.064120565385,21,4,2019,0,9,10,6,0,3,10,24,12,4,6391.916755952381
4,2,1,5,9087.064120565385,9,5,2019,1,12,35,22,50,3,7,6,12,4,12373.0
8,3,0,7,9087.064120565385,3,4,2019,0,0,40,22,20,2,5,24,12,4,3877.939905483406
1,0,2,8,9087.064120565385,6,6,2019,0,16,10,13,20,0,13,24,12,4,6705.811994047619
4,2,1,5,9087.064120565385,12,6,2019,1,19,0,11,30,3,7,6,12,4,10268.225
6,2,1,8,9087.064120565385,15,6,2019,1,16,10,9,45,3,20,6,12,4,9668.926288040504
6,2,1,8,9087.064120565385,9,6,2019,1,19,0,7,30,3,7,6,12,4,11495.815670634925
4,3,0,5,9087.064120565385,24,3,2019,1,4,45,16,55,2,7,3,12,4,10730.890420634922
4,3,0,5,9087.064120565385,12,5,2019,1,23,35,14,5,2,7,3,12,4,10453.061587301589
8,3,0,7,9087.064120565385,18,4,2019,0,9,30,6,55,2,5,24,12,4,3949.269529761906
3,2,1,8,9087.064120565385,15,6,2019,1,22,30,6,50,3,20,6,12,4,6514.810704296661
4,2,1,5,9087.064120565385,12,6,2019,1,12,35,17,30,3,7,6,12,4,10262.566447368421
3,2,1,8,9087.064120565385,24,5,2019,1,3,35,21,50,3,32,6,12,4,6199.329446428569
6,2,1,8,9087.064120565385,9,6,2019,1,21,0,7,0,3,7,6,12,4,7835.16159126984
1,0,5,8,9087.064120565385,6,3,2019,2,16,20,6,45,0,7,21,6,4,13001.004259559886
4,2,1,5,9087.064120565385,21,3,2019,2,18,50,9,40,3,28,4,5,4,9078.645438852813
6,2,1,8,9087.064120565385,6,6,2019,1,19,0,8,30,3,7,6,12,4,11603.429415750918
1,2,1,8,9087.064120565385,3,6,2019,2,19,15,18,45,3,28,4,5,4,12404.876505395265
4,0,2,5,9087.064120565385,9,5,2019,0,14,5,11,10,0,13,24,12,4,4529.854392857143
2,2,1,8,9087.064120565385,27,5,2019,1,19,35,14,25,3,7,6,12,4,7256.534927128428
1,2,1,8,9087.064120565385,1,6,2019,1,19,15,13,0,3,7,6,12,4,8995.679580128206
6,2,1,8,9087.064120565385,27,6,2019,1,19,0,9,0,3,7,6,12,4,12078.236791764712
4,2,1,8,9087.064120565385,21,5,2019,1,19,0,19,15,3,7,6,12,4,16071.822999999999
8,1,4,7,9087.064120565385,24,5,2019,0,20,5,17,45,4,8,24,12,4,3608.6968977272727
1,2,1,8,9087.064120565385,21,4,2019,1,23,0,9,45,3,6,6,12,4,7189.69532792208
3,2,1,8,9087.064120565385,6,6,2019,1,12,10,6,50,3,20,6,12,4,5554.106851190477
4,2,1,5,9087.064120565385,21,3,2019,2,4,25,6,20,3,24,4,5,4,8829.469547979794
4,3,0,8,9087.064120565385,6,5,2019,1,22,5,9,35,2,14,3,12,4,12729.860468975461
10,0,2,8,9087.064120565385,21,6,2019,0,12,35,9,45,0,13,24,12,4,4696.033333333333
8,4,3,8,9087.064120565385,21,5,2019,0,0,15,22,45,1,19,24,12,4,2003.204226190476
4,3,0,5,9087.064120565385,24,3,2019,1,16,20,18,55,2,7,3,12,4,11045.039311403509
4,2,1,8,9087.064120565385,9,4,2019,2,12,35,19,10,3,0,4,5,4,11235.479125000002
8,3,0,7,9087.064120565385,24,4,2019,0,11,25,9,0,2,5,24,12,4,4098.919607142858
4,3,0,5,9087.064120565385,18,5,2019,1,12,0,20,0,2,7,3,12,4,10430.586148809523
10,1,4,8,9087.064120565385,12,5,2019,0,9,20,7,5,4,8,24,12,4,3718.417833333332
3,2,1,8,9087.064120565385,15,5,2019,1,12,10,7,35,3,20,6,12,4,5803.849244224344
1,3,0,8,9087.064120565385,6,5,2019,2,1,20,10,0,2,14,7,3,4,13433.222645202022
4,2,1,5,9087.064120565385,27,3,2019,2,18,50,6,20,3,24,4,5,4,9062.998388888886
4,3,0,5,9087.064120565385,21,5,2019,1,14,25,20,25,2,14,3,12,4,10016.125822623906
3,2,1,8,9087.064120565385,24,4,2019,1,12,30,7,15,3,33,6,12,4,5773.937444805194
3,4,3,8,9087.064120565385,24,3,2019,0,7,45,6,20,1,19,24,12,4,3837.629603174601
1,0,2,8,9087.064120565385,24,6,2019,0,19,45,17,0,0,13,24,12,4,6953.796059523807
4,3,0,8,9087.064120565385,6,5,2019,1,20,45,14,5,2,7,3,12,4,14804.370214646466
4,3,0,5,9087.064120565385,6,5,2019,1,12,0,6,30,2,7,3,12,4,9534.676284992782
4,2,1,8,9087.064120565385,1,6,2019,2,4,25,9,40,3,28,4,5,4,13052.897720238096
1,0,2,8,9087.064120565385,12,4,2019,0,19,45,17,0,0,13,24,12,4,5893.675154761905
6,2,1,8,9087.064120565385,6,3,2019,1,21,0,8,0,3,7,6,12,4,15675.24016468253
8,4,3,7,9087.064120565385,3,6,2019,0,0,15,22,45,1,19,24,12,4,1997.6501349206346
4,4,3,8,9087.064120565385,1,3,2019,0,17,20,15,50,1,19,24,12,4,8076.883107142856
4,3,0,8,9087.064120565385,1,4,2019,1,4,40,20,0,2,7,3,12,4,12738.759976190475
4,3,0,5,9087.064120565385,6,5,2019,1,22,5,17,0,2,14,3,12,4,9737.688875541122
8,1,4,8,9087.064120565385,18,6,2019,0,10,35,8,20,4,8,24,12,4,3599.442988095238
1,2,1,8,9087.064120565385,3,6,2019,2,19,15,16,40,3,0,4,5,4,10064.825890873017
4,0,2,8,9087.064120565385,6,6,2019,0,18,10,15,15,0,13,24,12,4,8016.0
3,3,0,8,9087.064120565385,6,4,2019,1,23,15,19,35,2,2,3,12,4,4273.219863095239
1,2,1,8,9087.064120565385,27,5,2019,2,19,15,19,45,3,0,4,5,4,10217.579867063489
3,2,1,8,9087.064120565385,15,4,2019,1,12,30,7,15,3,33,6,12,4,5852.577087301586
4,2,1,8,9087.064120565385,9,6,2019,2,19,0,5,30,3,21,4,5,4,13445.69745760612
4,2,1,8,9087.064120565385,21,5,2019,2,19,0,5,30,3,28,4,5,4,15136.920047619047
0,2,1,8,9087.064120565385,9,6,2019,1,7,10,16,45,3,6,6,12,4,10056.76864880953
4,3,0,8,9087.064120565385,6,6,2019,1,8,15,21,10,2,7,3,12,4,14642.176349206344
4,3,0,8,9087.064120565385,6,5,2019,1,4,40,21,10,2,7,3,12,4,14047.73771153846
3,0,2,8,9087.064120565385,6,5,2019,0,19,55,16,55,0,13,24,12,4,4850.029994074553
6,2,1,8,9087.064120565385,24,6,2019,1,1,30,16,0,3,7,6,12,4,13364.586111111112
4,0,2,5,9087.064120565385,1,5,2019,0,22,50,19,50,0,13,24,12,4,4843.913259920635
1,3,0,8,9087.064120565385,9,3,2019,0,23,20,20,45,2,5,24,12,4,6531.795724206347
4,0,5,8,9087.064120565385,15,3,2019,0,22,35,19,55,0,13,24,12,4,8401.56169642857
1,2,1,8,9087.064120565385,9,5,2019,2,7,40,10,55,3,16,4,5,4,12967.863762146751
0,2,1,8,9087.064120565385,18,5,2019,1,22,25,16,45,3,6,6,12,4,6971.028660714286
4,0,5,8,9087.064120565385,18,3,2019,1,16,10,8,0,0,7,8,12,4,12468.02171428571
4,2,1,5,9087.064120565385,18,5,2019,1,12,35,2,15,3,7,6,12,4,12321.139500000001
6,2,1,8,9087.064120565385,24,6,2019,1,19,15,9,0,3,7,6,12,4,14958.98592651515
3,4,3,8,9087.064120565385,24,3,2019,0,10,40,9,10,1,19,24,12,4,4830.129930555556
1,3,0,8,9087.064120565385,12,6,2019,1,4,40,19,0,2,20,3,12,4,6434.521816919192
4,2,1,5,9087.064120565385,21,3,2019,2,18,50,5,30,3,28,4,5,4,9179.982230519478
1,2,1,8,9087.064120565385,9,3,2019,1,9,25,12,30,3,33,6,12,4,11618.714233225113
6,2,1,8,9087.064120565385,21,5,2019,1,1,30,15,15,3,7,6,12,4,8561.33582954545
3,0,5,8,9087.064120565385,21,3,2019,0,0,15,21,20,0,13,24,12,4,5469.571100122099
1,3,0,8,9087.064120565385,15,5,2019,2,18,30,12,0,2,2,4,3,4,10038.461903499277
4,3,0,8,9087.064120565385,21,5,2019,1,19,10,17,0,2,14,3,12,4,13611.673956794795
4,0,2,8,9087.064120565385,3,6,2019,0,8,45,6,0,0,13,24,12,4,7993.998333333333
6,2,1,8,9087.064120565385,21,5,2019,1,19,0,11,40,3,7,6,12,4,10133.696220238096
4,0,5,5,9087.064120565385,21,3,2019,1,20,20,5,45,0,7,8,12,4,7824.803789850248
4,0,5,8,9087.064120565385,6,3,2019,1,11,25,20,35,0,7,8,12,4,17296.797404761906
4,3,0,5,9087.064120565385,12,5,2019,1,4,40,16,30,2,7,3,12,4,9103.4921468254
4,2,1,5,9087.064120565385,27,6,2019,2,19,0,5,30,3,28,4,5,4,10577.729952380952
6,2,1,8,9087.064120565385,21,3,2019,1,19,15,13,0,3,7,6,12,4,11922.887503968252
2,2,1,8,9087.064120565385,6,3,2019,1,12,50,7,0,3,7,6,12,4,11114.170412698413
4,0,2,8,9087.064120565385,9,6,2019,0,22,50,19,50,0,13,24,12,4,8026.3875
4,3,0,5,9087.064120565385,1,5,2019,1,22,5,9,35,2,14,3,12,4,11035.905319624819
3,0,2,8,9087.064120565385,24,6,2019,0,3,15,0,25,0,13,24,12,4,3573.246074675324
3,2,1,8,9087.064120565385,9,5,2019,1,21,0,8,30,3,7,6,12,4,7225.263214063735
1,3,0,8,9087.064120565385,12,6,2019,1,21,50,9,25,2,7,3,12,4,8539.09283008658
1,3,0,8,9087.064120565385,6,5,2019,2,9,50,9,10,2,2,14,3,4,7930.015713744589
1,0,5,8,9087.064120565385,21,3,2019,2,21,25,10,30,0,43,14,6,4,8522.19346031746
4,2,1,5,9087.064120565385,27,3,2019,2,4,25,5,10,3,33,4,5,4,9188.994818362193
3,4,3,8,9087.064120565385,1,6,2019,0,20,35,19,5,1,19,24,12,4,2825.8362261904754
4,3,0,8,9087.064120565385,9,5,2019,1,19,50,8,25,2,7,3,12,4,14588.71428030303
2,2,1,8,9087.064120565385,15,6,2019,1,19,35,14,25,3,7,6,12,4,7915.071229256851
4,2,1,5,9087.064120565385,21,5,2019,2,12,35,9,40,3,28,4,5,4,13024.944
4,2,1,8,9087.064120565385,21,3,2019,2,4,25,9,40,3,28,4,5,4,12771.155799603179
0,0,2,8,9087.064120565385,1,4,2019,0,13,55,11,10,0,13,24,12,4,4735.691307539682
8,1,4,8,9087.064120565385,3,5,2019,0,12,0,9,45,4,8,24,12,4,3818.750903679654
4,2,1,5,9087.064120565385,27,3,2019,1,4,25,9,0,3,7,6,12,4,6873.153280122656
